time_start,model,launch_place,regiune_standard,target_main,target,ora_lansarii,este_sezon_rece,este_noapte,distanta_front_km,scor_infrastructura,vreme_severa,atac
2025-03-01 23:32:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Volyn oblast,Kharkiv oblast and Poltava oblast,Odesa oblast,23,1,1,521.23,5.7,1,0
2025-03-28 01:17:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Millerovo and Shatalovo,Vinnytsia oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Ukraine,1,0,1,483.21,2.1,0,0
2025-02-22 01:18:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Vinnytsia oblast,Kyiv oblast,Odesa oblast,1,1,1,89.5,6.9,1,1
2025-08-08 14:15:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Ivano-Frankivsk oblast,Poltava oblast,Odesa oblast,14,1,0,331.99,5.6,0,0
2025-08-04 09:34:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast,Chernihiv oblast,Dnipropetrovsk oblast,Odesa oblast,9,0,0,462.5,2.3,0,1
2025-01-30 22:01:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Kherson oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Ukraine,22,1,1,157.58,10.0,1,1
2025-02-25 12:25:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea",Ternopil oblast,Kyiv,Ukraine,12,1,0,606.41,6.9,1,0
2025-04-27 22:15:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo",Kyiv (Oraș),Kharkiv oblast and Poltava oblast,Ukraine,22,1,1,380.02,5.6,1,0
2025-06-25 20:43:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Oryol oblast",Kharkiv oblast,Starokostiantyniv,Odesa oblast,20,0,0,389.69,10.0,1,0
2025-03-06 08:13:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Hvardiiske, Crimea",Kyiv (Oblast),Kremenchuk,Ukraine,8,1,0,374.15,10.0,0,1
2025-04-05 17:32:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Millerovo and Shatalovo",Chernivtsi oblast,Kremenchuk,Odesa oblast,17,0,0,471.67,6.3,1,0
2025-12-30 18:59:00,Iskander-M/KN-23,"Chauda, Crimea and Kursk oblast and Millerovo",Chernihiv oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Odesa oblast,18,0,0,53.96,9.8,1,0
2025-07-23 01:07:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast,Ivano-Frankivsk oblast,Poltava oblast,Ukraine,1,0,1,169.76,5.6,1,1
2025-03-04 10:34:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Shatalovo,Lviv oblast,Lviv oblast,Odesa oblast,10,0,0,111.03,1.3,1,1
2025-03-24 19:26:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Shatalovo",Khmelnytskyi oblast,Lviv oblast,Odesa oblast,19,0,0,414.89,6.9,0,1
2025-03-21 09:49:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Khmelnytskyi oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Odesa oblast,9,1,0,89.82,6.5,0,0
2025-02-25 07:32:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Donetsk oblast,Kyiv (Oblast),Kyiv oblast,Ukraine,7,0,0,91.34,2.5,1,1
2025-04-21 02:52:00,Shahed-136/131,Primorsko-Akhtarsk and Bryansk oblast and Oryol oblast and Millerovo,Dnipropetrovsk oblast,front line,Ukraine,2,0,1,23.17,6.3,0,1
2025-10-05 04:37:00,Shahed-136/131,"Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Shatalovo",Volyn oblast,front line,Odesa oblast,4,1,1,254.11,3.8,1,0
2025-10-05 02:43:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Millerovo",Kirovohrad oblast,Lviv oblast,Ukraine,2,1,1,157.24,7.9,1,1
2025-08-15 03:24:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea and Donetsk oblast",Zhytomyr oblast,Donetsk oblast,Ukraine,3,1,1,30.25,2.5,1,1
2025-04-06 12:28:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Millerovo and Hvardiiske, Crimea",Kyiv (Oblast),Lviv oblast,Odesa oblast,12,1,0,529.04,3.6,0,0
2025-03-22 11:24:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Volyn oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Odesa oblast,11,1,0,302.18,5.9,0,0
2025-04-27 12:21:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast",Zakarpattia oblast,Donetsk oblast,Ukraine,12,1,0,181.9,9.2,1,1
2025-09-06 18:31:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Oryol oblast and Millerovo and Shatalovo",Zaporizhzhia oblast,Dnipropetrovsk oblast,Odesa oblast,18,1,0,252.81,6.9,1,0
2025-02-20 08:35:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Shatalovo,Kyiv (Oraș),Dnipropetrovsk oblast and Zaporizhzhia oblast,Ukraine,8,1,0,460.24,10.0,0,0
2025-04-12 11:31:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Odesa oblast,Kyiv,Ukraine,11,0,0,365.54,4.9,1,1
2025-08-09 12:53:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast,Chernivtsi oblast,Kremenchuk,Ukraine,12,1,0,272.69,8.3,0,0
2025-04-26 23:33:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Millerovo and Zaporizhzhia oblast, Prymorsk",Rivne oblast,front line,Ukraine,23,1,1,240.25,5.1,1,1
2025-09-09 13:14:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Zhytomyr oblast,Poltava oblast,Ukraine,13,1,0,435.38,3.2,1,0
2025-11-06 20:46:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Chernihiv oblast,Donetsk oblast,Odesa oblast,20,1,0,82.99,7.4,1,1
2025-03-11 03:14:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast,Cherkasy oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Odesa oblast,3,1,1,5.0,5.8,1,1
2025-10-21 22:09:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Dnipropetrovsk oblast,Kyiv oblast,Ukraine,22,0,1,655.82,1.3,0,0
2026-01-02 17:11:00,Iskander-M/KN-23,Kursk oblast and Bryansk oblast and Oryol oblast and Shatalovo,Chernivtsi oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Odesa oblast,17,1,0,5.0,1.0,0,1
2025-04-23 03:14:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Millerovo and Hvardiiske, Crimea",Zhytomyr oblast,Lviv oblast,Odesa oblast,3,1,1,5.0,6.7,0,1
2025-12-03 03:11:00,Shahed-136/131,Millerovo,Odesa oblast,front line,Odesa oblast,3,1,1,300.29,9.0,0,0
2025-04-18 11:12:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Shatalovo",Ternopil oblast,Starokostiantyniv,Ukraine,11,1,0,403.71,8.8,0,0
2025-09-09 05:32:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Hvardiiske, Crimea",Kirovohrad oblast,Kyiv oblast,Ukraine,5,1,1,214.75,10.0,0,0
2025-10-04 20:55:00,Iskander-M/KN-23,"Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Shatalovo",Poltava oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Ukraine,20,1,0,5.0,6.9,1,1
2025-12-04 19:20:00,Iskander-M/KN-23,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Donetsk oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Ukraine,19,0,0,5.0,7.3,0,1
2025-03-22 11:19:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast",Mykolaiv oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Ukraine,11,1,0,302.74,9.9,1,1
2025-03-07 13:11:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Zaporizhzhia oblast, Prymorsk",Zakarpattia oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Ukraine,13,0,0,165.65,4.3,0,0
2025-07-19 11:13:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo",Poltava oblast,Donetsk oblast,Ukraine,11,0,0,355.87,9.2,1,0
2025-10-01 21:11:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Zhytomyr oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Ukraine,21,1,1,65.51,5.2,0,1
2025-07-20 10:59:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Sumy oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Odesa oblast,10,1,0,67.16,5.4,0,0
2025-09-07 16:28:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Shatalovo",Zakarpattia oblast,front line,Ukraine,16,0,0,370.34,5.2,0,1
2025-05-15 15:55:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast,Rivne oblast,Kremenchuk,Ukraine,15,0,0,5.0,10.0,1,0
2025-06-02 08:30:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Millerovo and Hvardiiske, Crimea",Kharkiv oblast,Starokostiantyniv,Odesa oblast,8,1,0,81.99,4.4,0,1
2025-05-02 20:18:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Zakarpattia oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Ukraine,20,0,0,199.81,1.3,0,0
2025-07-18 01:35:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Bryansk oblast and Millerovo",Sumy oblast,Starokostiantyniv,Odesa oblast,1,1,1,5.0,6.1,1,0
2025-06-13 03:33:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Kirovohrad oblast,Dnipropetrovsk oblast,Odesa oblast,3,0,1,5.0,5.7,0,1
2025-04-04 00:48:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast",Chernivtsi oblast,front line,Odesa oblast,0,0,1,5.0,1.0,0,1
2025-08-26 19:47:00,Iskander-M/KN-23,Kursk oblast and Oryol oblast and Millerovo,Kharkiv oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Ukraine,19,1,0,355.67,10.0,0,0
2025-04-22 08:01:00,Iskander-M/KN-23,Kursk oblast and Millerovo and Shatalovo,Rivne oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Odesa oblast,8,0,0,5.0,3.5,1,0
2025-12-05 13:24:00,Shahed-136/131,Kursk oblast and Millerovo,Kherson oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Ukraine,13,0,0,5.0,3.4,0,0
2025-02-08 12:06:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Millerovo,Odesa oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Ukraine,12,1,0,287.38,10.0,0,1
2025-12-31 23:59:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo",Chernihiv oblast,Dnipropetrovsk oblast,Ukraine,23,0,1,493.44,6.5,0,0
2025-03-07 13:25:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Millerovo and Hvardiiske, Crimea",Rivne oblast,Donetsk oblast,Odesa oblast,13,1,0,279.02,10.0,0,0
2025-06-01 07:22:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske,Vinnytsia oblast,Kremenchuk,Ukraine,7,1,0,5.0,5.8,1,0
2025-03-09 21:55:00,Iskander-M/KN-23,Kursk oblast and Oryol oblast and Millerovo,Zaporizhzhia oblast,Starokostiantyniv,Ukraine,21,1,1,167.08,10.0,0,0
2025-09-10 14:34:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Chernihiv oblast,Lviv oblast,Ukraine,14,1,0,369.08,4.5,0,1
2026-02-16 05:32:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Hvardiiske, Crimea",Donetsk oblast,Starokostiantyniv,Ukraine,5,0,1,5.0,6.8,0,1
2025-05-24 01:51:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Kyiv (Oraș),Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Ukraine,1,0,1,246.88,5.1,1,1
2025-02-16 13:00:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo",Zhytomyr oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Odesa oblast,13,0,0,5.0,2.6,1,1
2025-03-01 10:33:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ternopil oblast,Kyiv,Ukraine,10,0,0,377.79,4.4,0,1
2025-12-31 21:25:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Bryansk oblast and Shatalovo,Ivano-Frankivsk oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Ukraine,21,1,1,5.0,10.0,1,0
2025-08-30 01:47:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Millerovo",Kirovohrad oblast,Lviv oblast,Odesa oblast,1,0,1,515.62,7.3,1,1
2026-02-02 01:23:00,Iskander-M/KN-23,Bryansk oblast and Millerovo and Shatalovo,Odesa oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Odesa oblast,1,1,1,5.0,10.0,1,1
2025-03-22 07:18:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Zakarpattia oblast,Donetsk oblast,Ukraine,7,0,0,668.36,3.3,0,0
2025-12-03 18:03:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast,Ivano-Frankivsk oblast,Kharkiv oblast and Poltava oblast,Ukraine,18,0,0,67.16,9.1,1,0
2025-02-10 20:13:00,Shahed-136/131,Kursk oblast and Millerovo and Shatalovo,Zhytomyr oblast,front line,Odesa oblast,20,0,0,433.62,2.8,0,1
2025-05-19 19:41:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast,Sumy oblast,Starokostiantyniv,Odesa oblast,19,0,0,5.0,4.4,0,0
2025-09-09 11:09:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo,Mykolaiv oblast,Donetsk oblast,Ukraine,11,0,0,380.55,7.9,0,1
2025-08-08 22:21:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Millerovo and Hvardiiske, Crimea",Sumy oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Odesa oblast,22,0,1,270.17,7.6,1,1
2025-04-05 01:32:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo",Volyn oblast,Kyiv oblast,Ukraine,1,1,1,59.45,8.0,1,0
2026-01-12 18:57:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo",Dnipropetrovsk oblast,Kyiv,Odesa oblast,18,1,0,181.18,10.0,0,1
2025-10-29 19:31:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Millerovo",Sumy oblast,Kyiv oblast,Odesa oblast,19,1,0,218.01,5.7,0,1
2025-08-18 03:04:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Hvardiiske, Crimea",Kharkiv oblast,Lviv oblast,Ukraine,3,0,1,148.57,6.9,1,1
2025-08-20 19:04:00,Iskander-M/KN-23,"Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Shatalovo",Kirovohrad oblast,Lviv oblast,Ukraine,19,0,0,103.14,6.5,0,0
2025-01-28 09:10:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast,Kyiv (Oraș),Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Odesa oblast,9,0,0,374.19,3.3,0,1
2025-02-25 02:18:00,Shahed-136/131,Bryansk oblast and Millerovo and Shatalovo,Khmelnytskyi oblast,Kyiv,Ukraine,2,1,1,80.34,6.4,1,0
2025-08-21 05:55:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast",Kirovohrad oblast,Kyiv,Ukraine,5,1,1,5.0,3.8,0,0
2025-06-11 23:50:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea and Donetsk oblast",Kyiv (Oblast),Starokostiantyniv,Ukraine,23,1,1,295.86,3.0,0,0
2025-04-04 15:31:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Millerovo",Rivne oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Ukraine,15,0,0,5.0,7.6,1,0
2025-05-16 16:19:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Donetsk oblast,Mykolaiv oblast,Starokostiantyniv,Ukraine,16,1,0,441.92,6.3,0,1
2025-07-19 05:38:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast and Millerovo and Shatalovo,Kharkiv oblast,Lutsk oblast,Odesa oblast,5,0,1,492.5,6.8,0,0
2025-04-25 17:36:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Hvardiiske, Crimea",Ivano-Frankivsk oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Odesa oblast,17,1,0,5.0,3.7,1,0
2025-06-15 10:29:00,Iskander-M/KN-23,Kursk oblast and Millerovo and Shatalovo,Chernihiv oblast,Donetsk oblast,Odesa oblast,10,0,0,383.78,4.3,0,1
2025-02-21 03:10:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Millerovo and Hvardiiske, Crimea",Poltava oblast,Kharkiv oblast and Poltava oblast,Odesa oblast,3,0,1,544.43,8.0,0,1
2025-08-19 22:10:00,Iskander-M/KN-23,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske,Dnipropetrovsk oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Ukraine,22,1,1,5.0,9.6,1,1
2025-09-08 19:02:00,Shahed-136/131,Primorsko-Akhtarsk and Bryansk oblast and Oryol oblast and Millerovo,Vinnytsia oblast,Donetsk oblast,Odesa oblast,19,0,0,289.4,3.9,0,0
2025-08-21 03:42:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Sumy oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Ukraine,3,1,1,178.68,7.5,0,1
2025-02-22 09:17:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Millerovo,Chernivtsi oblast,Lviv oblast,Ukraine,9,1,0,797.67,8.2,0,1
2025-04-28 02:56:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Zaporizhzhia oblast,Dnipropetrovsk oblast,Ukraine,2,0,1,5.0,6.1,1,1
2025-05-19 19:05:00,Iskander-M/KN-23,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo,Ivano-Frankivsk oblast,Starokostiantyniv,Odesa oblast,19,1,0,5.0,3.7,1,0
2025-08-28 02:59:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Millerovo and Hvardiiske, Crimea",Zakarpattia oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Ukraine,2,1,1,123.57,7.7,0,0
2025-04-08 22:28:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ivano-Frankivsk oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Ukraine,22,0,1,80.6,3.6,0,1
2026-02-02 13:50:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Hvardiiske, Crimea",Cherkasy oblast,Donetsk oblast,Odesa oblast,13,0,0,415.87,6.5,0,1
2025-05-23 11:48:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske,Lviv oblast,Donetsk oblast,Odesa oblast,11,1,0,5.0,8.6,0,1
2025-03-24 14:02:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast",Kherson oblast,Lviv oblast and Ternopil oblast and Kharkiv oblast,Odesa oblast,14,1,0,68.6,5.5,1,0
2025-02-25 19:22:00,Shahed-136/131,"Kursk oblast and Oryol oblast and Millerovo and Zaporizhzhia oblast, Prymorsk",Mykolaiv oblast,Kharkiv oblast and Poltava oblast,Ukraine,19,0,0,61.52,8.2,0,0
2025-03-22 18:37:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Millerovo and Shatalovo",Sumy oblast,Kremenchuk,Odesa oblast,18,1,0,766.67,3.5,0,1
2025-03-05 12:18:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Millerovo",Volyn oblast,Kharkiv oblast and Poltava oblast,Ukraine,12,0,0,5.0,4.9,1,1
2025-05-01 10:46:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ternopil oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Ukraine,10,1,0,338.74,2.5,1,1
2025-05-15 10:51:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Millerovo and Hvardiiske, Crimea",Chernivtsi oblast,Kyiv oblast and Kharkiv oblast and Dnipropetrovsk oblast and Vinnytsia oblast and Odesa oblast,Odesa oblast,10,0,0,5.0,8.1,0,0
2025-03-22 01:32:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Bryansk oblast and Oryol oblast and Millerovo,Kharkiv oblast,Kharkiv oblast and Poltava oblast,Ukraine,1,0,1,29.4,8.3,1,0
2025-02-10 20:11:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Hvardiiske, Crimea",Lviv oblast,front line,Ukraine,20,0,0,567.81,6.2,1,1
2025-05-03 04:29:00,Shahed-136/131,Crimea and Bryansk oblast and Taganrog and Yeysk,Dnipropetrovsk oblast,Donetsk oblast,Ukraine,4,1,1,5.0,4.6,1,0
2025-05-24 17:05:00,Iskander-M/KN-23,Primorsko-Akhtarsk and Kursk oblast,Kherson oblast,Dnipropetrovsk oblast,Ukraine,17,1,0,448.37,6.5,0,1
2025-06-05 08:45:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Vinnytsia oblast,Kyiv oblast and Dnipropetrovsk oblast and Poltava oblast,Odesa oblast,8,0,0,253.26,3.6,1,0
2025-04-10 10:36:00,Shahed-136/131,Primorsko-Akhtarsk and Millerovo,Zhytomyr oblast,Kyiv,Odesa oblast,10,0,0,188.93,3.2,1,0
2025-09-10 10:15:00,Iskander-M/KN-23,"Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo",Rivne oblast,Dnipropetrovsk oblast and Zaporizhzhia oblast,Ukraine,10,1,0,320.22,5.0,0,1
2025-11-19 11:20:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Millerovo and Shatalovo",Zaporizhzhia oblast,Poltava oblast,Ukraine,11,1,0,279.03,8.5,1,0
2025-02-13 14:11:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Bryansk oblast and Oryol oblast",Cherkasy oblast,Lviv oblast,Odesa oblast,14,0,0,531.36,7.8,1,0
2025-04-21 22:55:00,Iskander-M/KN-23,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Kacha, Crimea",Zakarpattia oblast,front line,Ukraine,22,1,1,272.95,8.3,0,1
